ID,Peso,Estatura,Edad,PctGrasaCorporal,EstadoCivil,ActividadFisica
aea7c58d,63.2,162.1,53.0,13.5,soltero,0
c5002d86,71.0,,42.0,17.5,casado,1
3b241553,73.6,175.3,25.0,10.1,soltero,0
7a9d4d54,64.6,161.5,67.0,20.0,casado,1
e59eebe4,62.9,163.0,39.0,16.7,casado,1
d2d38102,91.9,164.3,55.0,18.7,soltero,0
caf0c0c3,59.4,149.8,57.0,21.0,casado,1
b7aef4b0,78.9,169.6,53.0,14.7,casado,0
4b2b3e27,50.0,179.5,27.0,5.4,casado,0
2f487a1e,80.1,168.1,34.0,13.7,soltero,0
4e7be749,53.8,162.0,49.0,15.6,soltero,1
e2176e4d,,168.7,41.0,22.5,casado,1
34dc06ab,81.5,190.0,68.0,14.4,soltero,0
7eae221a,55.5,158.6,55.0,16.4,soltero,1
c4b6630c,80.9,163.1,33.0,14.5,soltero,0
e3feebe6,44.9,150.9,74.0,18.6,soltero,1
39b2e548,87.6,168.5,61.0,21.9,soltero,1
f7f3b749,83.5,156.1,73.0,22.2,soltero,0
4fc50e28,45.0,164.6,57.0,14.4,divorciado,1
851c45b8,59.8,161.3,62.0,16.8,casado,1
471bbbdd,78.2,178.1,,12.3,divorciado,0
3b0f3ee6,59.4,157.0,32.0,15.3,casado,1
b4ad57e5,66.2,158.5,21.0,10.7,soltero,0
5c0e6068,72.9,160.5,28.0,18.2,soltero,1
5e5d6a1f,74.0,165.8,32.0,14.2,casado,0
1ed3bea3,73.3,154.0,65.0,22.3,soltero,1
3944d0f1,88.4,185.5,74.0,16.5,soltero,0
34149809,110.6,168.1,21.0,18.3,casado,0
b3e2a419,77.8,160.4,56.0,22.2,casado,1
dd281b6f,68.6,197.1,66.0,12.5,casado,0
5786620d,67.0,189.5,28.0,7.4,casado,0
a18b8780,69.3,174.0,50.0,13.4,casado,0
d6a94041,48.1,168.6,53.0,14.5,soltero,1
2cd9f3bb,92.5,171.9,37.0,16.0,soltero,0
1bcaf4c4,51.9,162.6,66.0,18.5,soltero,1
81913a3d,93.6,190.9,53.0,14.6,casado,0
e13538f0,,173.0,38.0,10.3,soltero,0
50514adb,57.5,160.9,31.0,15.3,soltero,1
c582f41b,67.9,195.9,34.0,7.7,divorciado,0
4c69b2c2,125.1,175.5,21.0,19.2,casado,0
794b6b76,62.8,146.5,33.0,19.3,soltero,1
8aa96afe,84.1,,33.0,13.0,soltero,0
c37909a9,91.6,163.2,41.0,23.9,soltero,1
dc9aa834,67.7,161.7,51.0,19.9,casado,1
f3605634,77.6,164.9,22.0,12.7,casado,0
fd1eefbb,64.7,161.9,33.0,17.0,soltero,1
b7992ef8,63.6,182.1,18.0,7.0,soltero,0
42935886,62.6,182.3,25.0,7.9,casado,0
5b63c345,103.0,179.0,,15.7,casado,0
79003a0f,79.1,169.6,45.0,14.1,soltero,0
24d0f268,84.4,181.8,46.0,13.3,casado,0
749589bf,53.2,162.3,53.0,16.6,divorciado,1
93e9303d,70.7,156.9,57.0,22.1,casado,1
d8b96589,63.1,168.9,26.0,15.3,soltero,1
d767d23e,73.9,177.2,35.0,12.0,soltero,0
610ec2ae,55.2,167.3,22.0,11.6,soltero,1
703d1a98,61.4,174.4,66.0,12.6,soltero,0
f648011b,55.4,160.1,22.0,13.6,soltero,1
bd607cc0,79.9,173.2,47.0,19.6,casado,1
ab8ba3c3,50.1,174.9,66.0,15.7,soltero,1
c75e1e52,80.8,172.4,55.0,14.6,soltero,0
c85a3fc2,63.4,178.4,37.0,9.5,divorciado,0
7c5329f6,65.4,187.5,33.0,8.1,casado,0
2a6d38ca,64.1,,29.0,14.2,soltero,1
d924578d,85.7,181.1,43.0,12.7,soltero,0
7eee949a,63.7,168.6,43.0,12.0,soltero,0
75ead13e,77.7,182.6,29.0,8.5,casado,0
59c2b6cb,62.2,175.6,72.0,18.0,casado,1
ddfd9e34,48.1,142.1,19.0,14.5,divorciado,1
0fe706af,65.4,147.1,35.0,18.5,soltero,1
6a6faefc,50.0,184.8,73.0,11.7,casado,0
96c7552b,77.8,186.9,34.0,9.8,soltero,0
865d43f4,52.6,171.8,19.0,11.6,soltero,1
656b5f0c,77.6,179.2,18.0,9.5,soltero,0
7959fe07,69.5,185.1,49.0,11.3,soltero,0
0e64c633,72.1,156.1,53.0,,divorciado,1
29dba5fc,78.0,154.8,43.0,22.1,soltero,1
a7daeba1,71.3,153.3,64.0,21.6,soltero,1
d834cd58,79.7,162.3,54.0,21.7,soltero,1
dd15af4c,73.9,150.9,61.0,25.2,soltero,1
8384f193,52.9,163.3,58.0,16.5,casado,1
1c3c9c51,80.1,155.0,48.0,22.9,soltero,1
d7d813a2,61.1,167.2,51.0,16.7,casado,1
c95180b2,51.8,173.1,,11.3,casado,0
e7089959,67.6,169.6,73.0,20.1,casado,1
71134207,66.6,168.9,62.0,18.7,soltero,1
8a4c0e38,52.2,165.0,27.0,13.6,divorciado,1
e87eaf20,75.4,163.3,58.0,21.4,casado,1
3fbe49f0,82.8,181.2,48.0,14.2,soltero,0
12fc0f15,65.7,165.9,71.0,20.1,casado,1
2a994e37,55.5,166.4,37.0,14.0,soltero,1
ea1cb408,79.1,175.3,57.0,14.8,soltero,0
df2f285d,56.1,168.9,29.0,13.7,soltero,1
a4bebe1b,108.9,193.5,39.0,15.2,casado,0
4ab57932,85.3,164.2,55.0,22.8,divorciado,1
6ca9ff66,65.6,154.0,21.0,17.1,soltero,1
5ababea0,78.4,159.4,34.0,20.9,casado,1
f9553e4b,96.0,172.3,39.0,15.1,soltero,0
8abb9905,70.5,155.3,52.0,21.2,soltero,1
1d8914fc,65.0,177.7,20.0,8.9,soltero,0
a1f6ec17,75.4,148.8,74.0,26.6,soltero,1
724f7438,55.3,173.6,25.0,12.5,casado,1
037a9c80,54.1,,67.0,10.8,casado,0
d39672c3,53.0,167.2,74.0,18.4,soltero,1
21904c96,69.7,184.8,22.0,8.8,casado,0
185ef0b9,56.6,159.1,59.0,18.4,soltero,1
173c4554,78.9,161.6,45.0,16.0,casado,0
595debd6,84.0,168.5,73.0,23.8,soltero,1
0c45fd83,73.5,182.9,43.0,11.4,casado,0
12cba844,85.3,177.2,60.0,13.9,soltero,0
aa7ecca4,108.2,162.0,63.0,23.6,soltero,0
365db3fa,87.1,158.2,28.0,22.6,casado,1
1ba02c00,52.9,157.5,44.0,16.9,soltero,1
a01f8a3f,69.1,170.7,42.0,11.7,soltero,0
baebbc01,60.2,164.4,41.0,16.3,soltero,1
3c1e7f0b,43.1,156.0,39.0,11.5,soltero,1
ae9d01b3,,169.3,44.0,14.4,casado,1
aa56d0fb,74.3,177.0,74.0,14.9,casado,0
3567ed34,95.5,170.5,65.0,20.0,divorciado,0
181022ed,69.1,158.2,36.0,19.6,soltero,1
cbfee769,56.5,164.2,40.0,15.3,soltero,1
f1b31004,111.5,184.8,43.0,17.2,soltero,0
b31c7a44,47.8,151.1,36.0,13.6,casado,1
4393eb68,72.8,159.2,52.0,15.2,soltero,0
9447c086,49.4,164.1,70.0,17.1,soltero,1
5646a646,80.4,174.6,38.0,12.5,soltero,0
db72b1dc,73.8,163.9,44.0,14.7,soltero,0
e77a962c,87.6,171.8,32.0,14.4,casado,0
75efff0a,82.6,162.5,33.0,16.1,soltero,0
f041def0,55.4,164.8,21.0,8.2,casado,0
58e41dac,69.6,160.2,59.0,19.4,divorciado,1
a4388454,78.4,170.5,,21.9,casado,1
13ea9edf,68.2,176.3,27.0,8.6,soltero,0
d88f1de1,86.8,182.1,56.0,15.6,casado,0
f8d7ec2d,49.4,162.9,22.0,12.8,soltero,1
f86db0cf,68.8,160.0,32.0,17.1,soltero,1
12e29bae,68.4,191.4,29.0,7.3,soltero,0
c4b1bd42,86.5,185.5,53.0,13.9,casado,0
50327293,86.9,177.8,72.0,16.2,casado,0
481b6206,47.5,173.6,43.0,13.1,soltero,1
1ed1caf8,66.9,169.3,44.0,11.4,soltero,0
8c58ce58,74.5,159.4,59.0,22.3,soltero,1
8ff90aaa,96.6,171.9,74.0,20.9,soltero,0
a5e4ae5f,54.7,168.2,59.0,16.6,casado,1
4faf1523,106.5,174.2,,18.2,soltero,0
cdc129ec,61.4,166.3,68.0,19.1,casado,1
af0a0f68,,148.7,49.0,19.6,soltero,1
81406285,119.4,182.1,34.0,18.1,soltero,0
edddc49a,83.3,168.1,70.0,18.6,soltero,0
3f6e669d,94.3,184.4,36.0,13.7,soltero,0
ad42dce6,82.8,160.4,57.0,22.3,soltero,1
6cd4eadb,72.4,169.6,32.0,11.6,soltero,0
3e6c0c7c,53.3,174.4,30.0,13.0,casado,1
86ec6fea,83.3,173.0,45.0,14.1,soltero,0
9eaab502,65.7,187.3,47.0,9.0,soltero,0
a98b47e3,95.4,,22.0,13.5,casado,0
de26755f,50.0,183.3,22.0,5.3,soltero,0
a7a162c5,79.7,178.3,25.0,10.7,divorciado,0
55d668dc,77.4,,51.0,10.8,soltero,0
bd78276a,53.6,167.6,30.0,13.4,casado,1
fda2cbee,61.4,157.9,28.0,16.4,soltero,1
2dedcd0e,53.8,155.4,45.0,18.3,divorciado,1
2dbf5aab,56.1,153.0,24.0,15.0,soltero,1
1c5beb21,67.2,,55.0,13.5,casado,0
b2b9c54f,86.1,158.5,69.0,25.9,casado,1
c0dc81a1,75.4,162.5,41.0,20.5,soltero,1
b3d66f74,70.9,155.0,29.0,18.2,soltero,1
ea0b31cb,93.9,173.5,27.0,15.7,soltero,0
1bf9b238,68.1,,28.0,16.7,casado,1
62924cd7,49.9,161.5,57.0,16.0,casado,1
64f288f0,79.1,156.0,31.0,20.9,soltero,1
fb7a89d2,107.4,158.1,21.0,20.8,soltero,0
6118243e,67.6,149.9,62.0,22.9,casado,1
4121cdd4,64.9,167.0,72.0,20.5,casado,1
5af8f1dc,57.0,179.1,24.0,12.0,casado,1
90f03146,86.3,177.0,69.0,17.0,casado,0
37064037,85.7,174.1,28.0,13.4,divorciado,0
c835d3a5,75.6,185.5,62.0,13.3,divorciado,0
3e625584,74.1,176.3,23.0,10.0,soltero,0
4f335e5c,63.1,154.8,43.0,19.0,casado,1
eba48dfc,41.8,153.2,41.0,14.3,soltero,1
dea4f38c,60.9,162.0,39.0,16.6,soltero,1
6a873409,58.2,174.1,70.0,16.9,casado,1
be8e2d4c,60.2,160.0,33.0,16.1,soltero,1
6b9fe546,95.9,174.4,53.0,17.3,divorciado,0
037c629a,77.8,169.7,71.0,21.0,soltero,1
77c52c75,71.0,153.0,47.0,16.9,soltero,0
a0397b98,82.0,177.6,56.0,15.8,casado,0
ed746f86,71.3,163.9,47.0,18.6,divorciado,1
ce3be822,62.9,163.8,28.0,10.0,soltero,0
72bd0307,65.7,160.9,43.0,13.5,soltero,0
e09d16ce,84.3,166.7,26.0,18.9,soltero,1
69f1ad97,50.0,181.7,29.0,5.1,soltero,0
446e5c76,70.1,170.5,39.0,18.1,divorciado,1
3625b292,60.1,178.5,49.0,10.5,casado,0
94b42abc,70.0,168.5,22.0,10.1,casado,0
5248ab13,79.9,161.6,28.0,18.0,casado,1
0c6ebb48,95.8,191.3,22.0,11.8,divorciado,0
ee5ca200,67.0,168.0,18.0,16.0,casado,1
cb3f6a73,53.8,171.4,34.0,7.9,soltero,0
d1463ef3,71.2,165.6,64.0,15.5,soltero,0
fdb1f96f,60.5,152.5,59.0,19.7,casado,1
95450b7e,49.2,170.0,36.0,13.1,soltero,1
604768d6,53.5,168.9,50.0,15.8,,1
406318e2,76.4,183.8,24.0,9.6,soltero,0
62c965b4,69.8,188.6,40.0,11.2,casado,0
61494fd7,56.3,164.3,34.0,14.1,soltero,1
68c5d954,71.9,164.0,22.0,12.5,casado,0
fd6355e7,69.6,166.1,21.0,15.9,soltero,1
06328a84,80.7,179.4,70.0,17.2,casado,0
7611a2a5,70.1,174.9,69.0,20.1,casado,1
2cc61449,67.9,160.9,74.0,22.0,casado,1
eeabe176,99.3,161.9,64.0,22.4,casado,0
8f0b993d,101.4,164.9,70.0,21.5,casado,0
05f71664,75.9,185.9,39.0,9.9,soltero,0
39edf118,71.0,170.4,39.0,16.5,divorciado,1
05087fd1,77.7,159.2,59.0,23.5,soltero,1
01408525,50.0,174.4,31.0,8.6,divorciado,0
9ff2551d,82.3,160.6,32.0,20.8,casado,1
dbaf4a4d,55.1,160.1,59.0,16.6,soltero,1
7232728b,70.7,175.6,30.0,11.1,soltero,0
a5664c63,63.4,173.5,25.0,,soltero,0
38b0b457,62.0,175.0,24.0,7.5,soltero,0
d5d8dfe2,87.9,171.3,49.0,16.1,soltero,0
ceff1271,84.1,178.8,24.0,11.0,soltero,0
4d72fa82,67.4,153.5,31.0,18.4,soltero,1
8c2d2532,70.6,198.2,58.0,11.4,casado,0
589fdc2b,67.1,177.9,36.0,10.5,soltero,0
89e5ade7,79.6,169.6,33.0,18.4,soltero,1
b81176fe,74.0,172.3,68.0,20.6,soltero,1
651af2cc,73.1,174.0,66.0,14.0,casado,0
9b6185ef,116.4,191.7,73.0,18.8,casado,0
1d4a1070,57.7,151.9,59.0,20.2,soltero,1
e11820e4,53.1,144.3,69.0,21.5,soltero,1
1a2f841c,83.4,171.8,64.0,17.7,divorciado,0
4d262fa4,99.2,185.0,54.0,16.2,casado,0
6eb1d9db,61.6,162.2,47.0,12.6,casado,0
650edbcd,62.2,160.5,51.0,17.8,soltero,1
02eda1cd,69.4,168.2,37.0,16.9,soltero,1
3cff4247,80.3,184.2,29.0,10.4,soltero,0
8f3595ea,54.3,152.3,45.0,16.6,soltero,1
5dca7d8f,80.7,159.7,37.0,16.1,casado,0
4ac1a860,67.8,162.1,27.0,11.9,casado,0
1e11c0f5,50.0,160.4,69.0,12.9,soltero,0
e5cf7ad4,57.0,163.6,30.0,14.9,soltero,1
7c1d767a,78.3,158.7,61.0,21.9,casado,1
3c5a12f5,90.1,170.5,28.0,15.2,casado,0
eee6f669,52.3,172.0,29.0,13.9,divorciado,1
3c579876,52.6,172.8,65.0,16.0,casado,1
b681efd2,96.9,177.2,33.0,14.4,divorciado,0
6389e5c4,68.9,159.8,54.0,19.4,casado,1
45a6c1fe,116.8,173.3,38.0,19.9,soltero,0
91bdb217,59.4,162.4,45.0,17.7,soltero,1
3122629f,90.6,163.2,44.0,23.4,divorciado,1
e0bbf458,79.7,157.7,65.0,24.7,soltero,1
e5291ead,82.2,167.6,71.0,19.2,divorciado,0
6cc5be46,65.6,147.5,56.0,21.2,casado,1
7193e5fc,60.5,152.8,29.0,17.9,casado,1
367e2045,65.4,195.8,44.0,8.9,casado,0
eb58a172,80.8,158.3,,22.0,soltero,1
5a74ce7c,47.6,166.7,71.0,17.4,soltero,1
eba617f9,78.0,183.3,30.0,10.8,casado,0
a93c55f8,62.6,166.3,63.0,18.4,casado,1
73909b89,82.5,164.2,67.0,19.2,casado,0
400c43c9,51.5,174.3,64.0,11.5,divorciado,0
db66e80e,58.0,155.5,61.0,20.0,soltero,1
52b0e975,77.9,165.8,61.0,17.3,casado,0
1b7e6425,88.6,163.8,65.0,25.2,casado,1
4c501798,62.8,172.2,48.0,12.0,casado,0
c5df3243,82.0,165.3,44.0,16.4,soltero,0
958a9f7c,74.6,178.5,22.0,10.3,casado,0
e8fe91a8,89.9,194.1,21.0,11.7,soltero,0
035d3112,80.7,174.0,70.0,21.1,divorciado,1
0a8f28f3,82.9,187.1,59.0,13.2,soltero,0
2ca65d60,64.3,164.4,38.0,17.3,casado,1
d71eb002,104.0,197.5,20.0,10.8,casado,0
1dfb987c,67.0,163.4,22.0,15.7,casado,1
dfc2380b,72.0,147.3,34.0,21.5,divorciado,1
273afccb,88.8,178.5,30.0,13.9,casado,0
3735e5e6,71.2,166.7,21.0,17.0,casado,1
4ce81c81,81.5,150.3,59.0,26.5,soltero,1
f2cef58b,59.7,170.3,42.0,14.5,soltero,1
2154ee82,73.5,165.6,59.0,21.6,soltero,1
9a0ed9a3,59.0,167.6,44.0,16.5,casado,1
db1fdd3f,81.0,169.8,67.0,17.0,casado,0
de68288e,67.2,159.7,34.0,17.9,casado,1
fac3dd81,69.3,188.9,56.0,11.1,casado,0
bca82621,62.1,151.6,69.0,21.7,soltero,1
5d45741d,92.3,183.5,31.0,13.4,casado,0
b5bb9f0c,58.0,147.8,34.0,18.4,casado,1
9320b574,60.7,174.4,51.0,14.9,soltero,1
211e13dc,78.9,166.0,36.0,14.4,casado,0
0180214e,71.6,179.4,46.0,11.3,divorciado,0
e8dc08b3,72.2,181.3,36.0,11.4,divorciado,0
e91d72c4,94.5,172.2,72.0,19.4,soltero,0
55134ddc,66.6,159.6,53.0,19.5,soltero,1
66500c64,74.2,170.6,21.0,15.6,casado,1
92a97201,78.5,164.6,27.0,18.0,divorciado,1
9736662b,46.4,148.0,56.0,16.6,soltero,1
7b9f4c69,63.2,146.0,73.0,24.3,casado,1
50c812db,62.1,155.9,27.0,16.7,casado,1
076c6782,66.5,166.9,36.0,16.3,soltero,1
c20a3987,58.2,168.4,52.0,15.6,soltero,1
c58d533d,85.3,156.6,37.0,23.3,casado,1
c1e87026,53.2,152.2,24.0,14.8,casado,1
aca5b9f7,68.3,169.5,60.0,15.8,casado,0
a0d1900b,60.8,195.8,71.0,10.4,soltero,0
5b2d1852,77.6,190.7,66.0,14.0,casado,0
5e653a20,40.8,152.9,18.0,11.0,divorciado,1
828d872e,81.7,175.3,72.0,22.3,casado,1
fbd00f8e,46.5,175.0,26.0,10.8,soltero,1
5429457e,59.0,163.9,30.0,14.7,casado,1
74affa1f,64.2,185.7,44.0,9.4,soltero,0
828852fc,65.1,160.5,74.0,19.8,casado,1
8ed22112,102.6,181.4,56.0,18.2,soltero,0
bded5a85,91.5,182.7,64.0,15.4,soltero,0
5f2a7d1e,64.5,155.3,48.0,20.1,soltero,1
c945a6b0,88.1,191.8,22.0,10.2,casado,0
7dc157bc,79.0,177.0,20.0,11.4,soltero,0
caff803a,69.6,163.6,58.0,14.2,,0
4754f3fc,68.3,155.0,59.0,15.0,divorciado,0
a554bf18,69.3,155.3,50.0,21.0,casado,1
5152f735,75.4,182.3,61.0,14.6,casado,0
00c4b614,74.7,160.8,51.0,21.4,casado,1
29b929d7,69.2,162.2,39.0,16.6,soltero,1
2a91d634,61.0,164.7,34.0,15.9,casado,1
1d81112c,106.1,167.0,47.0,21.0,casado,0
80ba2e45,84.7,168.6,64.0,15.7,soltero,0
440e35f9,77.1,171.0,48.0,19.2,divorciado,1
b607778d,59.8,160.6,53.0,18.7,divorciado,1
e452d0d4,84.2,177.9,73.0,23.1,soltero,1
a5bfda7b,79.2,170.3,58.0,16.5,divorciado,0
eb877c85,75.1,187.5,31.0,10.2,casado,0
04dd1b44,68.3,171.3,40.0,18.2,soltero,1
e6d204bf,92.3,161.3,70.0,21.4,casado,0
9aa13584,48.7,182.5,40.0,10.7,divorciado,1
a73aef13,71.2,159.9,69.0,21.9,soltero,1
7d0c9d2b,74.8,156.6,55.0,22.6,soltero,1
60331007,67.1,169.6,35.0,15.6,casado,1
a98a54e5,75.5,168.7,32.0,17.3,soltero,1
4459cd60,50.0,183.7,62.0,10.1,casado,0
8eddda6d,68.0,173.2,25.0,9.0,divorciado,0
e0f9cb48,60.0,168.3,56.0,17.0,soltero,1
3d7a7217,85.5,165.1,46.0,17.1,casado,0
3edfeb64,61.9,159.9,60.0,18.8,soltero,1
ed0c8b3e,95.9,175.7,48.0,17.4,soltero,0
76a607ee,59.8,182.3,64.0,16.3,soltero,1
8ce7106d,60.5,155.3,51.0,18.4,soltero,1
cdc4550d,70.8,186.7,20.0,8.1,casado,0
3aca4a47,80.9,175.3,27.0,12.5,soltero,0
db1ed8e0,50.0,171.6,34.0,7.6,casado,0
991cbe33,60.3,166.8,43.0,16.6,soltero,1
94703450,75.5,163.7,47.0,15.4,casado,0
74c32fc7,87.2,179.9,36.0,14.0,soltero,0
2d4977c8,54.7,163.7,28.0,13.9,soltero,1
24953015,75.3,199.6,40.0,11.1,divorciado,0
ab63a5a0,78.7,170.2,18.0,11.7,casado,0
87ab840b,60.6,158.0,72.0,19.7,soltero,1
0ec2da5e,91.2,181.3,34.0,12.9,casado,0
e9fa9ae1,53.2,160.7,35.0,14.4,soltero,1
195acd62,69.1,178.2,23.0,9.2,casado,0
013e6047,95.9,176.5,39.0,15.4,casado,0
ad9c8bf9,66.4,173.7,69.0,14.0,casado,0
5650e371,43.2,164.0,62.0,15.7,soltero,1
d9d9a017,73.2,175.6,34.0,10.4,casado,0
1a3e81c0,85.3,174.5,44.0,15.4,soltero,0
9c7c529f,70.7,155.9,27.0,18.0,casado,1
7432a1e4,75.5,199.4,66.0,12.5,soltero,0
eb9f0348,73.5,155.3,27.0,19.6,casado,1
c98f6c7c,51.0,170.6,73.0,12.4,casado,0
dbc57c11,73.4,178.3,36.0,11.0,soltero,0
c28dad17,62.6,162.9,32.0,15.9,soltero,1
006f4b61,57.8,178.2,43.0,13.5,soltero,1
773d3bd4,85.6,176.3,46.0,14.0,soltero,0
70f93e26,104.6,184.2,27.0,15.4,casado,0
42f0be69,62.8,156.6,59.0,19.0,divorciado,1
e9909b38,66.8,187.6,27.0,8.7,casado,0
98b3edb4,97.7,186.9,53.0,15.5,casado,0
7bfb6702,86.4,175.2,69.0,16.8,soltero,0
ae613fb1,75.8,153.3,73.0,25.2,soltero,1
b0790b90,80.8,172.2,59.0,17.0,casado,0
1d3a53c9,106.3,184.7,69.0,20.3,casado,0
831d8cda,86.7,176.5,41.0,13.8,casado,0
906c13ee,49.9,151.7,57.0,16.4,soltero,1
4c881df1,64.5,153.9,29.0,16.7,,1
6d8453e3,51.9,174.4,26.0,11.3,soltero,1
1bcbd0c9,51.4,180.5,29.0,7.7,soltero,0
0c1dcac0,85.7,193.0,51.0,12.8,casado,0
d8ad0e1d,79.3,173.1,58.0,16.3,,0
6eb9447c,88.1,189.4,18.0,10.4,casado,0
1093d54a,65.9,179.5,40.0,9.0,soltero,0
94c67881,50.0,178.3,26.0,5.0,casado,0
3db951a6,61.5,160.9,45.0,12.7,soltero,0
4fa12954,71.7,142.7,20.0,20.5,casado,1
e37fe207,91.1,169.4,43.0,16.2,soltero,0
dacea235,58.5,,42.0,10.1,soltero,0
bfd93d14,97.5,177.2,61.0,17.6,casado,0
4382eeef,72.1,147.9,46.0,23.7,casado,1
a43014ef,85.0,165.1,57.0,18.4,casado,0
b91cc858,93.4,200.3,37.0,11.9,divorciado,0
89bd0635,42.9,171.7,51.0,13.7,soltero,1
ca686bb9,70.1,177.7,46.0,11.4,soltero,0
cbb1fe39,72.8,169.9,68.0,19.9,soltero,1
2263d117,94.8,174.9,58.0,17.0,soltero,0
f4f2a7a1,73.0,190.9,34.0,10.4,casado,0
10e45e91,71.3,156.7,53.0,21.4,divorciado,1
284f5d09,44.2,151.9,45.0,14.4,casado,1
d6d8f507,50.0,176.7,40.0,8.1,soltero,0
60ef04a8,68.2,155.6,57.0,21.4,soltero,1
416922c0,50.0,172.4,39.0,7.8,casado,0
27705c3f,80.6,153.3,74.0,26.7,soltero,1
00d803d7,51.6,185.3,57.0,7.8,divorciado,0
7cdde0f1,83.6,157.7,59.0,23.6,divorciado,1
1e0965aa,76.1,155.8,30.0,18.9,soltero,1
a3412490,100.4,178.4,52.0,17.9,casado,0
4efed4da,71.1,161.2,20.0,16.8,soltero,1
1dfd20b4,73.7,167.5,51.0,14.7,soltero,0
5192b7ce,98.9,173.6,28.0,15.5,soltero,0
eed7bcfe,70.9,184.6,74.0,13.2,casado,0
f91447a8,82.4,174.1,24.0,17.7,soltero,1
d1aeb7ea,68.7,180.3,37.0,10.5,casado,0
0e10bac2,53.6,165.7,40.0,15.5,soltero,1
19f0240c,80.3,160.9,37.0,21.4,soltero,1
08ae9720,53.1,153.9,20.0,13.6,divorciado,1
4c434440,66.3,157.4,45.0,19.3,soltero,1
d4918991,73.3,174.3,61.0,14.2,casado,0
3a014ed7,68.8,162.4,41.0,18.5,soltero,1
5892ede1,56.9,174.0,69.0,17.1,soltero,1
a112693f,70.0,158.0,37.0,18.3,soltero,1
05bd386d,68.0,188.5,18.0,7.1,casado,0
91586c4e,57.6,154.5,32.0,17.5,soltero,1
45f3eeaa,40.0,167.8,48.0,12.7,soltero,1
6eb355a6,57.2,155.0,21.0,14.6,soltero,1
3ac235d2,77.4,169.2,33.0,16.9,soltero,1
eb2ed3af,49.5,167.6,73.0,16.2,soltero,1
eb12749f,78.3,157.2,61.0,23.3,soltero,1
f07cc000,89.3,180.7,50.0,14.2,soltero,0
18d8d764,92.1,161.0,43.0,24.0,casado,1
89cc56b9,103.5,184.2,33.0,14.2,soltero,0
a2d8c5ff,84.4,165.8,61.0,18.8,soltero,0
a07769f8,65.1,164.1,53.0,17.7,soltero,1
bed19a11,90.2,168.8,34.0,16.1,casado,0
d9f55822,95.1,139.3,23.0,29.5,casado,1
de611bf8,83.9,184.6,19.0,10.1,casado,0
f916a06c,94.9,176.5,38.0,15.0,casado,0
8beaa734,51.6,168.0,30.0,7.7,casado,0
b835f30f,54.3,168.3,38.0,9.5,soltero,0
9d7751d2,49.8,153.3,38.0,16.1,divorciado,1
6a5d9ea4,,160.1,37.0,17.2,soltero,1
a02725e9,89.1,157.5,51.0,25.6,casado,1
63bf3a83,77.5,198.0,50.0,10.8,soltero,0
4d7d94b8,,172.6,21.0,14.8,divorciado,0
cb6abaea,55.8,160.5,38.0,16.9,soltero,1
a69645c8,79.2,167.3,33.0,18.7,soltero,1
5ac3d54e,107.1,181.5,35.0,16.6,soltero,0
936b4167,73.6,163.3,52.0,19.7,casado,1
ccc13d0b,56.8,158.9,45.0,17.8,soltero,1
017bac64,95.8,181.5,60.0,16.6,divorciado,0
35034e18,78.0,174.5,42.0,19.0,casado,1
b57c83f9,83.9,179.1,62.0,16.9,soltero,0
c4db9490,105.0,171.8,41.0,17.1,soltero,0
c114399d,50.0,196.6,46.0,6.1,casado,0
449a6288,69.1,155.2,29.0,19.1,casado,1
fa43a660,67.4,156.9,56.0,20.3,divorciado,1
06b41ca8,63.7,169.0,66.0,18.5,casado,1
d1024654,70.7,159.3,41.0,15.2,divorciado,0
c0f5fac7,45.9,161.8,23.0,12.4,casado,1
10245443,74.9,193.8,71.0,12.9,soltero,0
dab8b94c,73.4,164.8,53.0,20.3,casado,1
4fc9da41,100.0,167.2,44.0,23.0,soltero,1
0d91f687,67.0,166.9,46.0,18.3,soltero,1
8ce261a3,97.8,182.5,44.0,15.0,soltero,0
10c3687c,,169.8,53.0,17.0,soltero,1
6bbbfef0,71.1,167.2,26.0,17.0,soltero,1
82f086f6,55.2,173.5,48.0,15.7,casado,1
e10a45ec,63.0,162.2,50.0,12.8,casado,0
1d8693b0,62.3,174.5,53.0,10.8,casado,0
fd62f445,93.5,180.0,42.0,15.1,divorciado,0
7044fa3e,71.8,179.5,19.0,14.0,soltero,1
98230501,89.9,183.9,25.0,11.9,casado,0
2a674077,71.7,163.9,21.0,16.5,soltero,1
304be068,73.5,176.8,58.0,13.4,soltero,0
70f9e9e6,48.1,159.5,34.0,13.6,soltero,1
8288a430,83.7,164.8,68.0,23.8,casado,1
fb259155,48.5,166.0,61.0,16.6,divorciado,1
ab926887,95.2,177.9,72.0,18.1,soltero,0
3c1810d5,72.6,166.2,20.0,17.3,soltero,1
d71593a6,59.6,158.6,53.0,17.0,casado,1
6a9d2404,54.6,175.8,71.0,16.2,soltero,1
54cd5848,85.5,150.0,53.0,22.2,casado,0
0fb12a88,61.9,183.5,52.0,9.2,soltero,0
5672f923,74.6,155.0,49.0,22.5,soltero,1
b4b6e1e9,75.6,150.6,71.0,25.0,soltero,1
ef2b3fcb,74.4,161.7,35.0,18.9,soltero,1
ed339792,64.1,148.8,29.0,18.2,casado,1
7d371550,65.2,177.1,25.0,9.3,casado,0
