Peso,Estatura,Edad,PctGrasaCorporal,EstadoCivil,ActividadFisica
94.5,172.2,72.0,19.4,soltero,0
66.6,159.6,53.0,19.5,soltero,1
74.2,170.6,21.0,15.6,casado,1
78.5,164.6,27.0,18.0,divorciado,1
46.4,148.0,56.0,16.6,soltero,1
63.2,146.0,73.0,24.3,casado,1
62.1,155.9,27.0,16.7,casado,1
66.5,166.9,36.0,16.3,soltero,1
58.2,168.4,52.0,15.6,soltero,1
85.3,156.6,37.0,23.3,casado,1
53.2,152.2,24.0,14.8,casado,1
68.3,169.5,60.0,15.8,casado,0
60.8,195.8,71.0,10.4,soltero,0
77.6,190.7,66.0,14.0,casado,0
40.8,152.9,18.0,11.0,divorciado,1
81.7,175.3,72.0,22.3,casado,1
46.5,175.0,26.0,10.8,soltero,1
59.0,163.9,30.0,14.7,casado,1
64.2,185.7,44.0,9.4,soltero,0
65.1,160.5,74.0,19.8,casado,1
102.6,181.4,56.0,18.2,soltero,0
91.5,182.7,64.0,15.4,soltero,0
64.5,155.3,48.0,20.1,soltero,1
88.1,191.8,22.0,10.2,casado,0
79.0,177.0,20.0,11.4,soltero,0
69.6,163.6,58.0,14.2,,0
68.3,155.0,59.0,15.0,divorciado,0
69.3,155.3,50.0,21.0,casado,1
75.4,182.3,61.0,14.6,casado,0
74.7,160.8,51.0,21.4,casado,1
69.2,162.2,39.0,16.6,soltero,1
61.0,164.7,34.0,15.9,casado,1
106.1,167.0,47.0,21.0,casado,0
84.7,168.6,64.0,15.7,soltero,0
77.1,171.0,48.0,19.2,divorciado,1
59.8,160.6,53.0,18.7,divorciado,1
84.2,177.9,73.0,23.1,soltero,1
79.2,170.3,58.0,16.5,divorciado,0
75.1,187.5,31.0,10.2,casado,0
68.3,171.3,40.0,18.2,soltero,1
92.3,161.3,70.0,21.4,casado,0
48.7,182.5,40.0,10.7,divorciado,1
71.2,159.9,69.0,21.9,soltero,1
74.8,156.6,55.0,22.6,soltero,1
67.1,169.6,35.0,15.6,casado,1
75.5,168.7,32.0,17.3,soltero,1
50.0,183.7,62.0,10.1,casado,0
68.0,173.2,25.0,9.0,divorciado,0
60.0,168.3,56.0,17.0,soltero,1
85.5,165.1,46.0,17.1,casado,0
61.9,159.9,60.0,18.8,soltero,1
95.9,175.7,48.0,17.4,soltero,0
59.8,182.3,64.0,16.3,soltero,1
60.5,155.3,51.0,18.4,soltero,1
70.8,186.7,20.0,8.1,casado,0
80.9,175.3,27.0,12.5,soltero,0
50.0,171.6,34.0,7.6,casado,0
60.3,166.8,43.0,16.6,soltero,1
75.5,163.7,47.0,15.4,casado,0
87.2,179.9,36.0,14.0,soltero,0
54.7,163.7,28.0,13.9,soltero,1
75.3,199.6,40.0,11.1,divorciado,0
78.7,170.2,18.0,11.7,casado,0
60.6,158.0,72.0,19.7,soltero,1
91.2,181.3,34.0,12.9,casado,0
53.2,160.7,35.0,14.4,soltero,1
69.1,178.2,23.0,9.2,casado,0
95.9,176.5,39.0,15.4,casado,0
66.4,173.7,69.0,14.0,casado,0
43.2,164.0,62.0,15.7,soltero,1
73.2,175.6,34.0,10.4,casado,0
85.3,174.5,44.0,15.4,soltero,0
70.7,155.9,27.0,18.0,casado,1
75.5,199.4,66.0,12.5,soltero,0
73.5,155.3,27.0,19.6,casado,1
51.0,170.6,73.0,12.4,casado,0
73.4,178.3,36.0,11.0,soltero,0
62.6,162.9,32.0,15.9,soltero,1
57.8,178.2,43.0,13.5,soltero,1
85.6,176.3,46.0,14.0,soltero,0
104.6,184.2,27.0,15.4,casado,0
62.8,156.6,59.0,19.0,divorciado,1
66.8,187.6,27.0,8.7,casado,0
97.7,186.9,53.0,15.5,casado,0
86.4,175.2,69.0,16.8,soltero,0
75.8,153.3,73.0,25.2,soltero,1
80.8,172.2,59.0,17.0,casado,0
106.3,184.7,69.0,20.3,casado,0
86.7,176.5,41.0,13.8,casado,0
49.9,151.7,57.0,16.4,soltero,1
64.5,153.9,29.0,16.7,,1
51.9,174.4,26.0,11.3,soltero,1
51.4,180.5,29.0,7.7,soltero,0
85.7,193.0,51.0,12.8,casado,0
79.3,173.1,58.0,16.3,,0
88.1,189.4,18.0,10.4,casado,0
65.9,179.5,40.0,9.0,soltero,0
50.0,178.3,26.0,5.0,casado,0
61.5,160.9,45.0,12.7,soltero,0
71.7,142.7,20.0,20.5,casado,1
91.1,169.4,43.0,16.2,soltero,0
58.5,,42.0,10.1,soltero,0
97.5,177.2,61.0,17.6,casado,0
72.1,147.9,46.0,23.7,casado,1
85.0,165.1,57.0,18.4,casado,0
93.4,200.3,37.0,11.9,divorciado,0
42.9,171.7,51.0,13.7,soltero,1
70.1,177.7,46.0,11.4,soltero,0
72.8,169.9,68.0,19.9,soltero,1
94.8,174.9,58.0,17.0,soltero,0
73.0,190.9,34.0,10.4,casado,0
71.3,156.7,53.0,21.4,divorciado,1
44.2,151.9,45.0,14.4,casado,1
50.0,176.7,40.0,8.1,soltero,0
68.2,155.6,57.0,21.4,soltero,1
50.0,172.4,39.0,7.8,casado,0
80.6,153.3,74.0,26.7,soltero,1
51.6,185.3,57.0,7.8,divorciado,0
83.6,157.7,59.0,23.6,divorciado,1
76.1,155.8,30.0,18.9,soltero,1
100.4,178.4,52.0,17.9,casado,0
71.1,161.2,20.0,16.8,soltero,1
73.7,167.5,51.0,14.7,soltero,0
98.9,173.6,28.0,15.5,soltero,0
70.9,184.6,74.0,13.2,casado,0
82.4,174.1,24.0,17.7,soltero,1
68.7,180.3,37.0,10.5,casado,0
53.6,165.7,40.0,15.5,soltero,1
80.3,160.9,37.0,21.4,soltero,1
53.1,153.9,20.0,13.6,divorciado,1
66.3,157.4,45.0,19.3,soltero,1
73.3,174.3,61.0,14.2,casado,0
68.8,162.4,41.0,18.5,soltero,1
56.9,174.0,69.0,17.1,soltero,1
70.0,158.0,37.0,18.3,soltero,1
68.0,188.5,18.0,7.1,casado,0
57.6,154.5,32.0,17.5,soltero,1
40.0,167.8,48.0,12.7,soltero,1
57.2,155.0,21.0,14.6,soltero,1
77.4,169.2,33.0,16.9,soltero,1
49.5,167.6,73.0,16.2,soltero,1
78.3,157.2,61.0,23.3,soltero,1
89.3,180.7,50.0,14.2,soltero,0
92.1,161.0,43.0,24.0,casado,1
103.5,184.2,33.0,14.2,soltero,0
84.4,165.8,61.0,18.8,soltero,0
65.1,164.1,53.0,17.7,soltero,1
90.2,168.8,34.0,16.1,casado,0
95.1,139.3,23.0,29.5,casado,1
83.9,184.6,19.0,10.1,casado,0
94.9,176.5,38.0,15.0,casado,0
51.6,168.0,30.0,7.7,casado,0
54.3,168.3,38.0,9.5,soltero,0
49.8,153.3,38.0,16.1,divorciado,1
,160.1,37.0,17.2,soltero,1
89.1,157.5,51.0,25.6,casado,1
77.5,198.0,50.0,10.8,soltero,0
,172.6,21.0,14.8,divorciado,0
55.8,160.5,38.0,16.9,soltero,1
242.00856420954074,167.3,33.0,82.42487987736021,soltero,1
107.1,181.5,35.0,16.6,soltero,0
73.6,163.3,52.0,19.7,casado,1
56.8,158.9,45.0,17.8,soltero,1
95.8,181.5,60.0,16.6,divorciado,0
78.0,174.5,42.0,19.0,casado,1
83.9,179.1,62.0,16.9,soltero,0
105.0,171.8,41.0,17.1,soltero,0
50.0,196.6,46.0,6.1,casado,0
69.1,155.2,29.0,19.1,casado,1
67.4,156.9,56.0,20.3,divorciado,1
63.7,169.0,66.0,18.5,casado,1
70.7,159.3,41.0,15.2,divorciado,0
45.9,161.8,23.0,12.4,casado,1
74.9,193.8,71.0,12.9,soltero,0
73.4,164.8,53.0,20.3,casado,1
100.0,167.2,44.0,23.0,soltero,1
67.0,166.9,46.0,18.3,soltero,1
97.8,182.5,44.0,15.0,soltero,0
,169.8,53.0,17.0,soltero,1
71.1,167.2,26.0,17.0,soltero,1
55.2,173.5,48.0,15.7,casado,1
63.0,162.2,50.0,12.8,casado,0
62.3,174.5,53.0,10.8,casado,0
93.5,180.0,42.0,15.1,divorciado,0
71.8,179.5,19.0,14.0,soltero,1
89.9,183.9,25.0,11.9,casado,0
71.7,163.9,21.0,16.5,soltero,1
73.5,176.8,58.0,13.4,soltero,0
48.1,159.5,34.0,13.6,soltero,1
83.7,164.8,68.0,23.8,casado,1
48.5,166.0,61.0,16.6,divorciado,1
95.2,177.9,72.0,18.1,soltero,0
72.6,166.2,20.0,17.3,soltero,1
59.6,158.6,53.0,17.0,casado,1
54.6,175.8,71.0,16.2,soltero,1
85.5,150.0,53.0,22.2,casado,0
61.9,183.5,52.0,9.2,soltero,0
74.6,155.0,49.0,22.5,soltero,1
75.6,150.6,71.0,25.0,soltero,1
74.4,161.7,35.0,18.9,soltero,1
64.1,148.8,29.0,18.2,casado,1
65.2,177.1,25.0,9.3,casado,0
92.2,170.2,19.0,14.4,casado,0
61.8,160.7,70.0,19.8,divorciado,1
59.8,163.4,25.0,14.1,casado,1
100.9,176.1,55.0,17.1,soltero,0
70.0,181.4,36.0,13.8,casado,1
64.4,188.6,60.0,11.0,soltero,0
84.1,178.5,18.0,10.6,casado,0
71.5,182.0,46.0,12.0,casado,0
72.5,169.0,57.0,14.1,casado,0
69.1,162.6,55.0,19.8,casado,1
