Student ID,Student Country,Question ID,Type of Answer,Question Level,Topic,Subtopic,Student Age,Response Time (s)
509,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,27.0,77.0
394,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,18.0,59.0
394,Portugal,435,0,Basic,,Vector Spaces,18.0,74.0
375,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,21.0,45.0
890,Portugal,435,1,Basic,Linear Algebra,,23.0,47.0
1163,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,19.0,32.0
1147,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,21.0,77.0
1147,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,21.0,71.0
1147,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,21.0,60.0
1166,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,23.0,57.0
1288,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,29.0,75.0
1288,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,29.0,74.0
1288,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,29.0,32.0
974,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,25.0,85.0
1179,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,27.0,78.0
1332,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,25.0,77.0
1288,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,29.0,81.0
1288,Portugal,435,0,Basic,Linear Algebra,,29.0,94.0
1087,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,27.0,42.0
1109,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,23.0,30.0
1080,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,23.0,80.0
1363,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,26.0,29.0
1411,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,21.0,54.0
966,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,27.0,30.0
1077,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,19.0,29.0
890,Portugal,435,0,Basic,Linear Algebra,Vector Spaces,23.0,78.0
973,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,27.0,74.0
1087,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,27.0,98.0
426,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,20.0,38.0
359,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,22.0,66.0
1197,Slovenia,435,0,Basic,,Vector Spaces,19.0,43.0
899,Lithuania,435,1,Basic,Linear Algebra,Vector Spaces,29.0,53.0
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,22.0,52.0
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,22.0,55.0
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,22.0,68.0
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,22.0,57.0
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,22.0,32.0
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,22.0,31.0
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,22.0,52.0
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,22.0,63.0
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,22.0,45.0
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,22.0,84.0
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,22.0,32.0
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,22.0,27.0
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,22.0,49.0
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,22.0,69.0
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,22.0,53.0
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,22.0,42.0
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,22.0,31.0
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,22.0,29.0
1220,Slovenia,435,1,Basic,Linear Algebra,Vector Spaces,22.0,68.0
1220,Slovenia,435,0,Basic,Linear Algebra,Vector Spaces,22.0,95.0
851,Italy,435,0,Basic,Linear Algebra,Vector Spaces,37.0,
851,Italy,435,0,Basic,Linear Algebra,Vector Spaces,37.0,92.0
955,Lithuania,435,0,Basic,Linear Algebra,Vector Spaces,21.0,78.0
955,Lithuania,435,0,Basic,Linear Algebra,Vector Spaces,21.0,69.0
955,Lithuania,435,0,Basic,Linear Algebra,Vector Spaces,21.0,40.0
36,Portugal,435,1,Basic,Linear Algebra,Vector Spaces,22.0,66.0
1322,Italy,435,0,Basic,Linear Algebra,Vector Spaces,18.0,65.0
1322,Italy,435,0,Basic,Linear Algebra,Vector Spaces,18.0,56.0
1289,Italy,435,1,Basic,Linear Algebra,Vector Spaces,25.0,85.0
1286,Italy,435,0,Basic,Linear Algebra,Vector Spaces,21.0,62.0
1300,Italy,435,1,Basic,Linear Algebra,Vector Spaces,25.0,77.0
1291,Italy,435,0,Basic,Linear Algebra,Vector Spaces,18.0,71.0
1299,Italy,435,0,Basic,Linear Algebra,Vector Spaces,20.0,51.0
840,Italy,435,0,Basic,Linear Algebra,Vector Spaces,27.0,83.0
634,Italy,435,1,Basic,Linear Algebra,Vector Spaces,18.0,38.0
634,Italy,435,1,Basic,Linear Algebra,Vector Spaces,18.0,29.0
956,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,20.0,82.0
956,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,20.0,58.0
956,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,20.0,76.0
387,,436,0,Basic,Linear Algebra,Vector Spaces,38.0,70.0
1271,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,22.0,62.0
1271,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,22.0,79.0
81,Lithuania,436,1,Basic,Linear Algebra,,26.0,65.0
91,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,27.0,40.0
1071,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,18.0,88.0
1023,Lithuania,436,1,Basic,Linear Algebra,Vector Spaces,20.0,74.0
1023,Lithuania,436,1,Basic,Linear Algebra,Vector Spaces,20.0,67.0
1023,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,20.0,76.0
1023,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,20.0,41.0
1023,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,20.0,29.0
1023,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,20.0,47.0
1023,Lithuania,436,1,Basic,Linear Algebra,Vector Spaces,20.0,65.0
1023,Lithuania,436,1,Basic,Linear Algebra,Vector Spaces,20.0,46.0
91,Lithuania,436,1,Basic,Linear Algebra,Vector Spaces,27.0,93.0
91,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,27.0,56.0
860,Italy,436,1,Basic,Linear Algebra,Vector Spaces,22.0,100.0
168,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,19.0,58.0
168,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,19.0,75.0
168,,436,1,Basic,Linear Algebra,Vector Spaces,19.0,80.0
1085,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,18.0,56.0
967,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,25.0,75.0
972,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,,82.0
972,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,22.0,41.0
1082,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,19.0,79.0
1230,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,18.0,60.0
1241,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,23.0,70.0
1244,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,20.0,80.0
1256,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,19.0,61.0
394,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,18.0,75.0
473,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,26.0,49.0
1147,Portugal,436,0,,Linear Algebra,Vector Spaces,21.0,60.0
1147,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,21.0,55.0
1288,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,29.0,76.0
1288,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,29.0,43.0
1288,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,29.0,35.0
1087,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,27.0,74.0
1087,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,27.0,103.0
1080,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,23.0,62.0
1363,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,26.0,45.0
1080,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,23.0,53.0
1087,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,27.0,30.0
426,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,20.0,48.0
359,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,22.0,70.0
899,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,29.0,53.0
899,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,29.0,59.0
1275,Lithuania,436,0,Basic,Linear Algebra,Vector Spaces,22.0,81.0
1220,Slovenia,436,0,Basic,Linear Algebra,Vector Spaces,22.0,66.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,47.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,57.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,101.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,43.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,43.0
1220,Slovenia,436,0,Basic,Linear Algebra,Vector Spaces,22.0,35.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,35.0
1220,,436,1,Basic,Linear Algebra,Vector Spaces,22.0,88.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,62.0
1220,Slovenia,436,0,Basic,Linear Algebra,Vector Spaces,22.0,78.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,102.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,75.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,84.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,61.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,82.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,30.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,82.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,40.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,44.0
1220,Slovenia,436,1,Basic,Linear Algebra,Vector Spaces,22.0,31.0
1220,Slovenia,436,0,Basic,Linear Algebra,Vector Spaces,22.0,109.0
851,Italy,436,1,Basic,Linear Algebra,Vector Spaces,37.0,43.0
965,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,18.0,90.0
1192,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,27.0,56.0
36,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,22.0,76.0
1322,Italy,436,1,Basic,Linear Algebra,Vector Spaces,18.0,82.0
1322,Italy,436,0,Basic,Linear Algebra,Vector Spaces,18.0,90.0
1289,Italy,436,1,Basic,Linear Algebra,Vector Spaces,25.0,39.0
72,Portugal,436,0,Basic,Linear Algebra,Vector Spaces,24.0,85.0
840,Italy,436,1,Basic,Linear Algebra,Vector Spaces,27.0,50.0
1341,Portugal,436,1,Basic,Linear Algebra,Vector Spaces,29.0,49.0
956,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,20.0,52.0
1143,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,18.0,79.0
1271,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,22.0,57.0
1091,Lithuania,437,1,Basic,Linear Algebra,Linear Transformations,18.0,55.0
1319,Italy,437,0,Basic,Linear Algebra,Linear Transformations,23.0,42.0
1076,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,19.0,73.0
168,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,19.0,70.0
168,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,19.0,55.0
168,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,19.0,38.0
167,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,25.0,51.0
972,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,22.0,39.0
972,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,22.0,50.0
378,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,19.0,60.0
1182,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,18.0,83.0
1219,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,23.0,61.0
1219,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,23.0,70.0
1219,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,23.0,66.0
1146,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,24.0,44.0
1146,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,24.0,92.0
1350,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,31.0,66.0
890,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,23.0,67.0
473,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,26.0,81.0
1087,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,27.0,73.0
1173,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,23.0,52.0
1281,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,20.0,86.0
966,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,27.0,56.0
966,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,27.0,75.0
1195,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,28.0,89.0
1444,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,21.0,46.0
890,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,23.0,66.0
1149,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,20.0,82.0
1173,Portugal,437,0,Basic,Linear Algebra,Linear Transformations,23.0,97.0
359,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,22.0,62.0
899,Lithuania,437,1,Basic,Linear Algebra,Linear Transformations,29.0,58.0
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,22.0,51.0
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,22.0,61.0
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,22.0,48.0
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,22.0,79.0
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,22.0,44.0
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,22.0,42.0
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,22.0,56.0
1220,Slovenia,437,1,Basic,Linear Algebra,Linear Transformations,22.0,35.0
884,Italy,437,0,Basic,Linear Algebra,Linear Transformations,29.0,46.0
884,Italy,437,1,Basic,Linear Algebra,Linear Transformations,29.0,27.0
851,Italy,437,1,Basic,Linear Algebra,Linear Transformations,37.0,54.0
851,Italy,437,0,Basic,Linear Algebra,Linear Transformations,37.0,42.0
965,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,18.0,76.0
1428,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,27.0,91.0
955,Lithuania,437,0,Basic,Linear Algebra,Linear Transformations,21.0,89.0
958,Lithuania,437,0,Basic,Linear Algebra,Linear Transformations,28.0,34.0
36,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,22.0,50.0
1322,Italy,437,1,Basic,,Linear Transformations,18.0,49.0
1289,Italy,437,1,,Linear Algebra,Linear Transformations,25.0,30.0
885,Italy,437,0,Basic,Linear Algebra,Linear Transformations,29.0,53.0
840,Italy,437,1,Basic,Linear Algebra,Linear Transformations,27.0,70.0
840,Italy,437,0,Basic,Linear Algebra,Linear Transformations,27.0,79.0
374,Portugal,437,1,Basic,Linear Algebra,Linear Transformations,18.0,29.0
956,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,20.0,34.0
956,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,20.0,49.0
956,Portugal,438,0,Basic,Linear Algebra,,20.0,68.0
81,Lithuania,438,1,Basic,Linear Algebra,Vector Spaces,26.0,32.0
1071,Lithuania,438,0,Basic,Linear Algebra,Vector Spaces,18.0,64.0
1023,Lithuania,438,1,Basic,Linear Algebra,Vector Spaces,20.0,30.0
1023,Lithuania,438,1,Basic,Linear Algebra,Vector Spaces,20.0,56.0
1023,Lithuania,438,1,Basic,Linear Algebra,Vector Spaces,20.0,49.0
1023,Lithuania,438,1,Basic,Linear Algebra,Vector Spaces,20.0,62.0
876,Italy,438,0,Basic,Linear Algebra,Vector Spaces,21.0,44.0
1076,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,19.0,77.0
168,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,19.0,54.0
168,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,19.0,70.0
1252,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,21.0,60.0
972,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,22.0,97.0
1082,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,19.0,98.0
1352,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,21.0,91.0
1352,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,21.0,74.0
457,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,23.0,46.0
1269,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,23.0,42.0
591,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,40.0,62.0
1230,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,18.0,73.0
1182,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,18.0,70.0
1158,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,29.0,92.0
1182,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,18.0,
1150,Portugal,438,0,,Linear Algebra,Vector Spaces,25.0,47.0
376,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,29.0,45.0
1244,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,20.0,63.0
1256,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,19.0,66.0
1157,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,23.0,29.0
1219,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,23.0,52.0
890,Portugal,438,1,,Linear Algebra,Vector Spaces,23.0,53.0
898,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,18.0,64.0
1147,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,21.0,90.0
1195,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,28.0,53.0
1148,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,26.0,94.0
1288,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,29.0,77.0
1288,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,29.0,55.0
1334,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,23.0,93.0
1288,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,29.0,49.0
1288,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,29.0,53.0
1109,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,23.0,61.0
1080,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,23.0,77.0
1332,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,25.0,53.0
966,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,27.0,79.0
1087,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,27.0,44.0
1130,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,18.0,68.0
426,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,20.0,55.0
1197,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,19.0,79.0
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,22.0,49.0
1220,Slovenia,438,0,Basic,Linear Algebra,Vector Spaces,22.0,
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,22.0,70.0
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,22.0,51.0
1220,Slovenia,438,0,Basic,Linear Algebra,Vector Spaces,22.0,64.0
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,22.0,29.0
1220,Slovenia,438,0,Basic,Linear Algebra,Vector Spaces,22.0,39.0
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,22.0,38.0
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,22.0,45.0
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,22.0,91.0
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,22.0,50.0
1220,Slovenia,438,0,Basic,Linear Algebra,Vector Spaces,22.0,59.0
1220,,438,0,Basic,Linear Algebra,Vector Spaces,22.0,80.0
1220,Slovenia,438,0,Basic,Linear Algebra,Vector Spaces,22.0,56.0
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,22.0,47.0
1196,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,27.0,30.0
1220,Slovenia,438,1,Basic,Linear Algebra,Vector Spaces,22.0,81.0
633,Italy,438,0,Basic,Linear Algebra,Vector Spaces,20.0,40.0
1185,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,23.0,54.0
955,Lithuania,438,0,Basic,Linear Algebra,Vector Spaces,21.0,31.0
955,Lithuania,438,0,Basic,Linear Algebra,Vector Spaces,21.0,32.0
955,Lithuania,438,0,Basic,Linear Algebra,Vector Spaces,21.0,67.0
955,Lithuania,438,0,Basic,Linear Algebra,Vector Spaces,21.0,79.0
36,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,22.0,29.0
1324,Italy,438,0,Basic,Linear Algebra,Vector Spaces,18.0,84.0
1322,Italy,438,0,Basic,Linear Algebra,Vector Spaces,18.0,31.0
1308,Italy,438,0,Basic,Linear Algebra,Vector Spaces,29.0,63.0
1308,Italy,438,0,Basic,Linear Algebra,Vector Spaces,29.0,55.0
1286,Italy,438,0,Basic,Linear Algebra,Vector Spaces,21.0,53.0
1286,Italy,438,0,Basic,Linear Algebra,Vector Spaces,21.0,74.0
1286,Italy,438,0,Basic,Linear Algebra,Vector Spaces,21.0,104.0
1300,Italy,438,0,Basic,Linear Algebra,Vector Spaces,25.0,41.0
1292,Italy,438,1,Basic,Linear Algebra,Vector Spaces,20.0,49.0
1070,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,21.0,69.0
72,Portugal,438,1,Basic,Linear Algebra,Vector Spaces,24.0,61.0
72,Portugal,438,0,Basic,Linear Algebra,Vector Spaces,24.0,71.0
840,Italy,438,1,Basic,Linear Algebra,Vector Spaces,27.0,92.0
840,Italy,438,0,Basic,Linear Algebra,Vector Spaces,27.0,41.0
840,Italy,438,1,Basic,Linear Algebra,Vector Spaces,27.0,33.0
1339,Portugal,439,1,Advanced,Linear Algebra,Vector Spaces,21.0,87.0
387,Portugal,439,1,Advanced,Linear Algebra,Vector Spaces,38.0,56.0
913,Ireland,439,0,Advanced,Linear Algebra,Vector Spaces,19.0,66.0
913,Ireland,439,1,Advanced,Linear Algebra,Vector Spaces,19.0,136.0
913,Ireland,439,1,Advanced,Linear Algebra,Vector Spaces,19.0,68.0
91,Lithuania,439,0,Advanced,Linear Algebra,Vector Spaces,27.0,47.0
91,Lithuania,439,0,Advanced,Linear Algebra,Vector Spaces,27.0,103.0
91,Lithuania,439,1,Advanced,Linear Algebra,Vector Spaces,27.0,68.0
91,Lithuania,439,1,Advanced,,Vector Spaces,27.0,81.0
988,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,23.0,60.0
969,Romania,439,1,Advanced,Linear Algebra,Vector Spaces,24.0,95.0
168,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,19.0,92.0
972,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,22.0,104.0
972,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,22.0,79.0
1517,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,22.0,83.0
1517,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,22.0,73.0
1269,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,23.0,57.0
1081,Portugal,439,1,Advanced,Linear Algebra,Vector Spaces,18.0,
1081,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,18.0,71.0
1081,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,18.0,96.0
483,Portugal,439,1,Advanced,Linear Algebra,Vector Spaces,18.0,86.0
974,Portugal,439,1,Advanced,Linear Algebra,Vector Spaces,25.0,93.0
982,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,27.0,113.0
986,Portugal,439,0,Advanced,,Vector Spaces,21.0,99.0
986,Portugal,439,1,Advanced,Linear Algebra,Vector Spaces,21.0,91.0
1077,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,19.0,48.0
403,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,23.0,37.0
633,Italy,439,0,Advanced,Linear Algebra,Vector Spaces,20.0,94.0
955,Lithuania,439,0,Advanced,Linear Algebra,Vector Spaces,21.0,75.0
1289,Italy,439,0,Advanced,Linear Algebra,Vector Spaces,25.0,63.0
1289,Italy,439,1,Advanced,Linear Algebra,Vector Spaces,25.0,89.0
1284,Italy,439,1,Advanced,Linear Algebra,Vector Spaces,22.0,71.0
72,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,24.0,133.0
1273,Portugal,439,0,Advanced,Linear Algebra,Vector Spaces,35.0,43.0
1339,Portugal,440,1,Advanced,Linear Algebra,Vector Spaces,21.0,110.0
387,Portugal,440,0,Advanced,Linear Algebra,Vector Spaces,38.0,72.0
913,Ireland,440,1,Advanced,Linear Algebra,Vector Spaces,19.0,42.0
91,Lithuania,440,0,Advanced,Linear Algebra,Vector Spaces,27.0,111.0
91,Lithuania,440,0,Advanced,Linear Algebra,Vector Spaces,27.0,74.0
91,Lithuania,440,0,Advanced,Linear Algebra,Vector Spaces,27.0,98.0
988,Portugal,440,1,Advanced,Linear Algebra,Vector Spaces,23.0,87.0
876,Italy,440,0,Advanced,Linear Algebra,Vector Spaces,21.0,75.0
969,Romania,440,1,,Linear Algebra,Vector Spaces,24.0,93.0
969,Romania,440,1,Advanced,Linear Algebra,Vector Spaces,24.0,81.0
969,Romania,440,1,Advanced,Linear Algebra,Vector Spaces,24.0,87.0
168,Portugal,440,0,Advanced,Linear Algebra,Vector Spaces,19.0,85.0
168,Portugal,440,1,Advanced,Linear Algebra,Vector Spaces,19.0,95.0
167,Portugal,440,0,Advanced,Linear Algebra,Vector Spaces,25.0,45.0
972,Portugal,440,0,Advanced,Linear Algebra,Vector Spaces,22.0,98.0
1517,Portugal,440,0,Advanced,Linear Algebra,Vector Spaces,22.0,78.0
1079,Portugal,440,1,Advanced,Linear Algebra,Vector Spaces,19.0,75.0
1081,Portugal,440,1,Advanced,Linear Algebra,Vector Spaces,18.0,97.0
1081,Portugal,440,1,Advanced,Linear Algebra,Vector Spaces,18.0,74.0
1081,Portugal,440,0,Advanced,Linear Algebra,Vector Spaces,18.0,65.0
483,Portugal,440,1,Advanced,Linear Algebra,Vector Spaces,18.0,65.0
1093,Portugal,440,1,Advanced,Linear Algebra,Vector Spaces,29.0,97.0
473,Portugal,440,1,Advanced,Linear Algebra,Vector Spaces,26.0,69.0
